Start date,Total bicicle usage(seconds),Number of bikes,Proportion members,Usage per bike(seconds)
08-08-2014,12658210.0,11274,0.7049849210572999,1123.0
08-08-2015,19834828.0,12970,0.5494988434849652,1529.0
08-08-2016,13486927.0,11926,0.7729330873721281,1131.0
08-08-2017,16190005.0,14742,0.7362637362637363,1098.0
08-08-2018,14372551.0,13542,0.8094816127603013,1061.0
08-08-2019,12598547.0,12783,0.8814049910036768,986.0
08-09-2011,1369930.0,1810,0.9154696132596685,757.0
08-09-2012,6560329.0,5906,0.7362004740941416,1111.0
08-09-2013,11559330.0,9400,0.6773404255319149,1230.0
08-09-2014,9416960.0,10377,0.8334778837814397,907.0
08-09-2015,9811680.0,10965,0.8740538075695394,895.0
08-09-2016,10764217.0,11470,0.8536181342632956,938.0
08-09-2017,15717129.0,14691,0.7791164658634538,1070.0
08-09-2018,9221777.0,7946,0.7758620689655172,1161.0
08-09-2019,13362330.0,10736,0.8154806259314457,1245.0
08-10-2010,1410421.0,914,0.7614879649890591,1543.0
08-10-2011,9674259.0,5337,0.5816001498969459,1813.0
08-10-2012,4663905.0,5422,0.8388048690520103,860.0
08-10-2013,8963766.0,9829,0.8699765998575644,912.0
08-10-2014,10529563.0,11261,0.8725690436018115,935.0
08-10-2015,10809736.0,11711,0.8741354282298693,923.0
08-10-2016,5481005.0,5125,0.7077073170731707,1069.0
08-10-2017,15367583.0,10404,0.5673779315647828,1477.0
08-10-2018,16133989.0,12365,0.7669227658714113,1305.0
08-10-2019,10468249.0,12007,0.9390355625884901,872.0
08-11-2010,1485199.0,1599,0.8980612883051907,929.0
08-11-2011,3554702.0,4149,0.9093757531935406,857.0
08-11-2012,3862258.0,5274,0.9355328024270004,732.0
08-11-2013,5793395.0,7508,0.9031699520511455,772.0
08-11-2014,8106768.0,7551,0.7653290954840418,1074.0
08-11-2015,11718213.0,8994,0.6897931954636425,1303.0
08-11-2016,11002335.0,12026,0.8450024945950441,915.0
08-11-2017,7289311.0,9254,0.924357034795764,788.0
08-11-2018,9158713.0,10420,0.9151631477927064,879.0
08-11-2019,6589416.0,8243,0.9440737595535605,799.0
08-12-2010,933399.0,1134,0.9479717813051146,823.0
08-12-2011,2286689.0,3295,0.9544764795144158,694.0
08-12-2012,5732174.0,5526,0.7911690191820485,1037.0
08-12-2013,756681.0,1357,0.9351510685335298,558.0
08-12-2014,3859923.0,6026,0.9563557915698639,641.0
08-12-2015,6279146.0,8458,0.9428943012532514,742.0
08-12-2016,5822158.0,7993,0.932816214187414,728.0
08-12-2017,6018403.0,7881,0.9120669965740388,764.0
08-12-2018,4005936.0,4420,0.8900452488687782,906.0
08-12-2019,4505482.0,5360,0.9218283582089553,841.0
09-01-2011,537747.0,802,0.9326683291770573,671.0
09-01-2012,1567003.0,2325,0.9544086021505377,674.0
09-01-2013,3812401.0,5110,0.9303326810176126,746.0
09-01-2014,3125234.0,4948,0.9616006467259499,632.0
09-01-2015,2784986.0,4214,0.9793545325106787,661.0
09-01-2016,4552193.0,5314,0.8560406473466315,857.0
09-01-2017,2866491.0,4617,0.9579813731860516,621.0
09-01-2018,4589700.0,6124,0.9359895493141738,749.0
09-01-2019,4748021.0,6408,0.9563046192259675,741.0
09-01-2020,4690215.0,6562,0.9783602560195063,715.0
09-02-2011,962385.0,1592,0.9673366834170855,605.0
09-02-2012,2719219.0,3792,0.957542194092827,717.0
09-02-2013,2761087.0,3428,0.8763127187864644,805.0
09-02-2014,2115710.0,3120,0.9320512820512821,678.0
09-02-2015,3353553.0,4939,0.9667948977525815,679.0
09-02-2016,2845770.0,4053,0.9726128793486306,702.0
09-02-2017,3419740.0,5369,0.9592102812441795,637.0
09-02-2018,5340990.0,7013,0.9088835020675887,762.0
09-02-2019,3552433.0,4027,0.8867643407002731,882.0
09-02-2020,5802019.0,5859,0.875405359276327,990.0
09-03-2011,1549594.0,1868,0.8977516059957173,830.0
09-03-2012,3855143.0,4525,0.9012154696132597,852.0
09-03-2013,9833926.0,6768,0.6796690307328606,1453.0
09-03-2014,6137140.0,5916,0.7484787018255578,1037.0
09-03-2015,7910143.0,7942,0.8361873583480232,996.0
09-03-2016,12609648.0,11214,0.8283395755305868,1124.0
09-03-2017,13038159.0,12406,0.7884088344349508,1051.0
09-03-2018,5874807.0,7235,0.8921907394609537,812.0
09-03-2019,6103609.0,5606,0.8189439885836604,1089.0
09-03-2020,10506955.0,9803,0.9020707946546975,1072.0
09-04-2011,3713099.0,2428,0.6379736408566722,1529.0
09-04-2012,5805648.0,5544,0.8367604617604618,1047.0
09-04-2013,11649628.0,9750,0.7807179487179488,1195.0
09-04-2014,10152209.0,9873,0.8495897903372835,1028.0
09-04-2015,6833059.0,7828,0.865482881962187,873.0
09-04-2016,3660918.0,4069,0.8046202998279676,900.0
09-04-2017,29295184.0,15133,0.47683869688759667,1936.0
09-04-2018,7210930.0,8046,0.8632861048968431,896.0
09-04-2019,13697520.0,13025,0.8869097888675623,1052.0
09-05-2011,5673763.0,4283,0.845668923651646,1325.0
09-05-2012,4404403.0,4674,0.8673513050919983,942.0
09-05-2013,7720209.0,7793,0.856024637495188,991.0
09-05-2014,10577686.0,10409,0.8071860889614757,1016.0
09-05-2015,18789466.0,12851,0.6004980157186212,1462.0
09-05-2016,8700243.0,9164,0.8884766477520734,949.0
09-05-2017,11843695.0,12369,0.8168000646778236,958.0
09-05-2018,15572067.0,14057,0.8072846268762894,1108.0
09-05-2019,10504306.0,11439,0.9091703820264009,918.0
09-06-2011,3652610.0,3889,0.8552327076369246,939.0
09-06-2012,11140424.0,7421,0.6353591160220995,1501.0
09-06-2013,13275481.0,9220,0.6276572668112799,1440.0
09-06-2014,10209128.0,10496,0.8090701219512195,973.0
09-06-2015,11421686.0,11772,0.8423377505946313,970.0
09-06-2016,15743185.0,13423,0.8348357297176489,1173.0
09-06-2017,17269574.0,14575,0.7056603773584905,1185.0
09-06-2018,21354712.0,13709,0.5938434605004012,1558.0
09-06-2019,7232521.0,6183,0.8067281255054181,1170.0
09-07-2011,8612188.0,5268,0.6228170083523159,1635.0
09-07-2012,6058767.0,6510,0.8466973886328725,931.0
09-07-2013,7875017.0,8767,0.863237139272271,898.0
09-07-2014,7722150.0,8799,0.8277076940561428,878.0
09-07-2015,10889968.0,11045,0.8265278406518787,986.0
09-07-2016,19785085.0,12198,0.6050172159370388,1622.0
09-07-2017,26696918.0,15302,0.5063390406482813,1745.0
09-07-2018,17843888.0,14306,0.7728225919194743,1247.0
09-07-2019,13265672.0,12972,0.8933857539315448,1023.0
09-08-2011,5156715.0,4550,0.8004395604395604,1133.0
09-08-2012,6595240.0,7189,0.833634719710669,917.0
09-08-2013,9350593.0,9462,0.7724582540689072,988.0
09-08-2014,15027558.0,10356,0.5438393202008498,1451.0
09-08-2015,17791399.0,11651,0.5774611621320058,1527.0
09-08-2016,13047579.0,12424,0.7937862202189311,1050.0
09-08-2017,16584174.0,14962,0.7362652051864724,1108.0
09-08-2018,15949052.0,14265,0.7874518051174203,1118.0
09-08-2019,13631613.0,12923,0.857618200108334,1055.0
09-09-2011,3327778.0,3510,0.8811965811965812,948.0
09-09-2012,10720060.0,8119,0.6834585540091144,1320.0
09-09-2013,8207566.0,9056,0.8475044169611308,906.0
09-09-2014,9629144.0,10978,0.8660047367462197,877.0
09-09-2015,9829342.0,11065,0.8778129236330773,888.0
09-09-2016,11974075.0,11415,0.8225142356548402,1049.0
09-09-2017,21746712.0,14762,0.5789188456848665,1473.0
09-09-2018,2461487.0,2800,0.8492857142857143,879.0
09-09-2019,10715946.0,11892,0.9158257652203162,901.0
09-10-2010,2871990.0,1109,0.4860234445446348,2590.0
09-10-2011,10317056.0,5445,0.5597796143250688,1895.0
09-10-2012,5478299.0,6337,0.9051601704276472,864.0
09-10-2013,5053285.0,6360,0.8809748427672957,795.0
09-10-2014,9994223.0,11230,0.8562778272484417,890.0
09-10-2015,10593379.0,10501,0.8258261117988763,1009.0
09-10-2016,15114675.0,10026,0.6006383403151805,1508.0
09-10-2017,10098604.0,9030,0.7152823920265781,1118.0
09-10-2018,12300241.0,12249,0.8646420115927831,1004.0
09-10-2019,11052827.0,12272,0.9247066492829205,901.0
09-11-2010,1934524.0,1934,0.8888314374353671,1000.0
09-11-2011,3307586.0,4057,0.9248212965245255,815.0
09-11-2012,5014220.0,5946,0.8807601749075008,843.0
09-11-2013,8925854.0,7541,0.7094549794456969,1184.0
09-11-2014,7985652.0,7826,0.7441860465116279,1020.0
09-11-2015,5327157.0,6715,0.9160089352196575,793.0
09-11-2016,5927011.0,7399,0.8721448844438437,801.0
09-11-2017,7761797.0,9601,0.8943860014581815,808.0
09-11-2018,4366688.0,5430,0.9230202578268877,804.0
09-11-2019,5921913.0,6008,0.8730026631158455,986.0
09-12-2010,890407.0,1268,0.944006309148265,702.0
09-12-2011,3082482.0,3583,0.9277142059726486,860.0
09-12-2012,2625566.0,3198,0.8621013133208255,821.0
09-12-2013,2084418.0,3446,0.9805571677307022,605.0
09-12-2014,2055747.0,3290,0.9772036474164134,625.0
09-12-2015,5642968.0,7982,0.9622901528438987,707.0
09-12-2016,4662360.0,6419,0.9291166848418757,726.0
09-12-2017,1765968.0,2346,0.9215686274509803,753.0
09-12-2018,2963361.0,3547,0.9030166337750212,835.0
09-12-2019,3393899.0,4882,0.9868906185989349,695.0
10-01-2011,915890.0,1298,0.9684129429892142,706.0
10-01-2012,2771764.0,3573,0.9515813042261405,776.0
10-01-2013,3875259.0,5382,0.9332961724266072,720.0
10-01-2014,1045815.0,1843,0.9560499186109603,567.0
10-01-2015,1675118.0,2673,0.9405162738496072,627.0
10-01-2016,5048105.0,5663,0.831184884336924,891.0
10-01-2017,3786613.0,5606,0.9564752051373528,675.0
10-01-2018,5338063.0,7101,0.9281791297000422,752.0
10-01-2019,4028534.0,5562,0.9683567062207838,724.0
10-01-2020,5894567.0,7455,0.9572099262240107,791.0
10-02-2011,990831.0,1520,0.9697368421052631,652.0
10-02-2012,2775064.0,3797,0.9407426915986304,731.0
10-02-2013,2997137.0,3576,0.8598993288590604,838.0
10-02-2014,2609403.0,4431,0.9713382983525164,589.0
10-02-2015,3767771.0,5667,0.9640021175224986,665.0
10-02-2016,3421071.0,5493,0.9665028217731658,623.0
10-02-2017,4152477.0,5974,0.9288583863408102,695.0
10-02-2018,1647406.0,2097,0.8669527896995708,786.0
10-02-2019,3519365.0,3924,0.8807339449541285,897.0
10-02-2020,2262180.0,3270,0.9758409785932721,692.0
10-03-2011,475093.0,616,0.9253246753246753,771.0
10-03-2012,4727432.0,4072,0.762278978388998,1161.0
10-03-2013,9727481.0,6764,0.6558249556475458,1438.0
10-03-2014,5843030.0,6785,0.8756079587324982,861.0
10-03-2015,3110475.0,3941,0.9081451408272012,789.0
10-03-2016,11553339.0,10954,0.8256344714259631,1055.0
10-03-2017,4530355.0,5998,0.9059686562187396,755.0
10-03-2018,11416796.0,8295,0.6543701024713683,1376.0
10-03-2019,9197724.0,6530,0.7652373660030628,1409.0
10-03-2020,7754528.0,8697,0.9360699091640796,892.0
10-04-2011,5690178.0,2850,0.5831578947368421,1997.0
10-04-2012,5623678.0,5867,0.8604056587693881,959.0
10-04-2013,12188308.0,9553,0.7943054537841516,1276.0
10-04-2014,13099562.0,11241,0.7912107463748776,1165.0
10-04-2015,10335693.0,9398,0.765907639923388,1100.0
10-04-2016,10155224.0,7421,0.6621749090419081,1368.0
10-04-2017,19556349.0,13742,0.6884005239412021,1423.0
10-04-2018,9901883.0,10508,0.8326037304910544,942.0
10-04-2019,13184955.0,12721,0.8942693184498074,1036.0
10-05-2011,6631561.0,4733,0.8540038030847242,1401.0
10-05-2012,6394958.0,6500,0.842,984.0
10-05-2013,10238336.0,8870,0.7768883878241263,1154.0
10-05-2014,9915150.0,8231,0.6855789090025514,1205.0
10-05-2015,15906047.0,11100,0.5905405405405405,1433.0
10-05-2016,10069246.0,10242,0.8719976567076743,983.0
10-05-2017,13303413.0,13529,0.7959937911153818,983.0
10-05-2018,13344524.0,13048,0.7969803801348866,1023.0
10-05-2019,10936293.0,10577,0.8831426680533232,1034.0
10-06-2011,5022625.0,4540,0.8207048458149779,1106.0
10-06-2012,8540673.0,6532,0.6596754439681568,1308.0
10-06-2013,4029099.0,4368,0.8367673992673993,922.0
10-06-2014,8948159.0,9548,0.8460410557184751,937.0
10-06-2015,10605131.0,11590,0.8643658326143226,915.0
10-06-2016,16615476.0,13730,0.7894391842680262,1210.0
10-06-2017,25142184.0,14677,0.49853512298153574,1713.0
10-06-2018,18146477.0,11942,0.6138837715625524,1520.0
10-06-2019,8002203.0,8341,0.9104423929984414,959.0
10-07-2011,7199366.0,4827,0.638698984876735,1491.0
10-07-2012,5761585.0,6240,0.8471153846153846,923.0
10-07-2013,7047661.0,8113,0.862442992727721,869.0
10-07-2014,8237178.0,8689,0.8224191506502474,948.0
10-07-2015,14494058.0,13013,0.7639283793129947,1114.0
10-07-2016,20390408.0,11981,0.6092980552541524,1702.0
10-07-2017,14933437.0,12919,0.7559408622958433,1156.0
10-07-2018,14410048.0,13539,0.8195583130216412,1064.0
10-07-2019,13101701.0,12629,0.8934990893974186,1037.0
10-08-2011,5418403.0,4710,0.8123142250530786,1150.0
10-08-2012,5193907.0,5718,0.8137460650577125,908.0
10-08-2013,14100006.0,10047,0.5890315517069772,1403.0
10-08-2014,15984771.0,10679,0.5357243187564379,1497.0
10-08-2015,10802008.0,10494,0.7749190013340956,1029.0
10-08-2016,13019843.0,12258,0.8048621308533203,1062.0
10-08-2017,16380439.0,14779,0.7254888693416334,1108.0
10-08-2018,16918028.0,13938,0.7555603386425599,1214.0
10-08-2019,18668641.0,12711,0.7565887813704665,1469.0
10-09-2011,8400337.0,5270,0.6681214421252372,1594.0
10-09-2012,7062117.0,7437,0.8496705660884766,950.0
10-09-2013,8357666.0,9432,0.84764631043257,886.0
10-09-2014,10290354.0,11233,0.8751001513398023,916.0
10-09-2015,8496120.0,10356,0.8959057551178061,820.0
10-09-2016,13989374.0,10376,0.6599845797995374,1348.0
10-09-2017,19305503.0,13009,0.6011991698055192,1484.0
10-09-2018,8860954.0,9968,0.8850321027287319,889.0
10-09-2019,11148179.0,12539,0.9212855889624372,889.0
10-10-2010,3245825.0,1097,0.43391066545123064,2959.0
10-10-2011,7229923.0,5052,0.7005146476642914,1431.0
10-10-2012,6443851.0,7612,0.8975302154492906,847.0
10-10-2013,1695736.0,2491,0.927739863508631,681.0
10-10-2014,6518735.0,8144,0.8398821218074656,800.0
10-10-2015,16108547.0,10269,0.6299542311812251,1569.0
10-10-2016,13264698.0,10415,0.6959193470955353,1274.0
10-10-2017,12841712.0,13153,0.7963962594085,976.0
10-10-2018,12630752.0,13073,0.8763864453453684,966.0
10-10-2019,11601024.0,12584,0.9165607120152575,922.0
10-11-2010,1877137.0,2049,0.8892142508540751,916.0
10-11-2011,2041483.0,2903,0.9345504650361695,703.0
10-11-2012,8405235.0,6478,0.6776782957702995,1298.0
10-11-2013,8159231.0,7177,0.7119966559843945,1137.0
10-11-2014,8019345.0,9294,0.873574349042393,863.0
10-11-2015,4052589.0,5773,0.9570413996189157,702.0
10-11-2016,9166178.0,10251,0.8656716417910447,894.0
10-11-2017,6008839.0,6755,0.8476683937823835,890.0
10-11-2018,6695229.0,6082,0.8158500493258797,1101.0
10-11-2019,8404490.0,7272,0.8466721672167217,1156.0
10-12-2010,838813.0,1276,0.9427899686520376,657.0
10-12-2011,2828479.0,3160,0.8411392405063292,895.0
10-12-2012,3714405.0,5127,0.9358299200312074,724.0
10-12-2013,1738771.0,2696,0.9632789317507419,645.0
10-12-2014,4473822.0,6697,0.9610273256682097,668.0
10-12-2015,6964186.0,8685,0.935405872193437,802.0
10-12-2016,3770035.0,4202,0.8307948595906711,897.0
10-12-2017,3428086.0,4151,0.860515538424476,826.0
10-12-2018,4500484.0,6105,0.9562653562653562,737.0
10-12-2019,4479921.0,6242,0.975008010253124,718.0
11-01-2011,907067.0,1231,0.9650690495532088,737.0
11-01-2012,1460693.0,2166,0.9575253924284395,674.0
11-01-2013,2727009.0,4094,0.9379579872984856,666.0
11-01-2014,1128367.0,1955,0.950383631713555,577.0
11-01-2015,2441678.0,3451,0.8948130976528542,708.0
11-01-2016,4450134.0,6294,0.9319987289482047,707.0
11-01-2017,5667999.0,7267,0.9189486720792625,780.0
11-01-2018,6461289.0,8210,0.9172959805115712,787.0
11-01-2019,4258130.0,5677,0.9577241500792673,750.0
11-01-2020,10339066.0,8474,0.8569742742506491,1220.0
11-02-2011,1305224.0,1724,0.91415313225058,757.0
11-02-2012,1561267.0,2153,0.910822108685555,725.0
11-02-2013,2760231.0,4222,0.9642349597347228,654.0
11-02-2014,3013429.0,4747,0.9618706551506214,635.0
11-02-2015,4548349.0,6592,0.9368932038834952,690.0
11-02-2016,2661676.0,4246,0.9785680640602921,627.0
11-02-2017,7989379.0,6821,0.7001905878903386,1171.0
11-02-2018,3508086.0,3336,0.8057553956834532,1052.0
11-02-2019,2184863.0,3244,0.9778051787916153,674.0
11-02-2020,4497783.0,5933,0.9730321928198213,758.0
11-03-2011,1627438.0,1953,0.8735279057859703,833.0
11-03-2012,7307155.0,4865,0.6591983556012333,1502.0
11-03-2013,5579247.0,6039,0.8301043219076006,924.0
11-03-2014,8234544.0,8360,0.8437799043062201,985.0
11-03-2015,7002027.0,7700,0.8709090909090909,909.0
11-03-2016,12423862.0,11219,0.7958819859167484,1107.0
11-03-2017,5687316.0,5116,0.7672009382329945,1112.0
11-03-2018,11161568.0,7744,0.6145402892561983,1441.0
11-03-2019,9851294.0,9615,0.8868434737389496,1025.0
11-03-2020,7052856.0,8505,0.9412110523221634,829.0
11-04-2011,4601413.0,3304,0.7415254237288136,1393.0
11-04-2012,3844432.0,4818,0.8999584889995849,798.0
11-04-2013,10304007.0,9091,0.7925420745792542,1133.0
11-04-2014,14069775.0,11432,0.7391532540237928,1231.0
11-04-2015,33021903.0,16746,0.48560850352322943,1972.0
11-04-2016,9829799.0,9456,0.8435913705583756,1040.0
11-04-2017,21532188.0,15371,0.6839502960119705,1401.0
11-04-2018,10922333.0,11163,0.8404550748006808,978.0
11-04-2019,10968918.0,11852,0.902716841039487,925.0
11-05-2011,5301985.0,4104,0.8659844054580896,1292.0
11-05-2012,7389166.0,6943,0.8103125450093619,1064.0
11-05-2013,8797532.0,6455,0.6748257164988382,1363.0
11-05-2014,16565631.0,10969,0.6242136931351991,1510.0
11-05-2015,13204590.0,12139,0.7915808550951479,1088.0
11-05-2016,6790494.0,7669,0.9191550397705046,885.0
11-05-2017,2530740.0,3647,0.9122566493007952,694.0
11-05-2018,18567580.0,15029,0.7216048971987491,1235.0
11-05-2019,10556569.0,8237,0.7803812067500303,1282.0
11-06-2011,7774289.0,4902,0.6474908200734394,1586.0
11-06-2012,6517921.0,6590,0.8462822458270106,989.0
11-06-2013,9669928.0,9193,0.8110518873055585,1052.0
11-06-2014,7546971.0,8612,0.8591500232234092,876.0
11-06-2015,11681852.0,11854,0.8284967099713177,985.0
11-06-2016,19459696.0,11993,0.6391228216459601,1623.0
11-06-2017,17225022.0,11835,0.5565694972539079,1455.0
11-06-2018,11056996.0,10811,0.8036259365461105,1023.0
11-06-2019,13637949.0,12981,0.8815191433633772,1051.0
11-07-2011,4692291.0,4040,0.8217821782178217,1161.0
11-07-2012,6438380.0,7192,0.8644327030033371,895.0
11-07-2013,8161822.0,8870,0.8438556933483653,920.0
11-07-2014,11294012.0,11229,0.7732656514382402,1006.0
11-07-2015,17759638.0,12420,0.6097423510466988,1430.0
11-07-2016,16257490.0,12710,0.7835562549173879,1279.0
11-07-2017,14951429.0,13676,0.7662328166130448,1093.0
11-07-2018,16179727.0,14334,0.7878470768801451,1129.0
11-07-2019,8122636.0,8668,0.91047531149054,937.0
11-08-2011,4750716.0,4737,0.8287945957356977,1003.0
11-08-2012,8963975.0,6232,0.6394415917843389,1438.0
11-08-2013,13559047.0,9485,0.5914602003162889,1430.0
11-08-2014,10263172.0,9612,0.7111943404078236,1068.0
11-08-2015,10685796.0,11342,0.8179333450890496,942.0
11-08-2016,12144444.0,11466,0.782312925170068,1059.0
11-08-2017,13802560.0,12389,0.7269351844378077,1114.0
11-08-2018,20011185.0,12477,0.621383345355454,1604.0
11-08-2019,16966237.0,11866,0.7726276757121187,1430.0
11-09-2011,7606781.0,4957,0.6705668751260844,1535.0
11-09-2012,7509089.0,7695,0.8610786224821313,976.0
11-09-2013,7756808.0,9175,0.8614713896457765,845.0
11-09-2014,9481259.0,10997,0.8795125943439119,862.0
11-09-2015,12182287.0,12167,0.828634831922413,1001.0
11-09-2016,16514044.0,11585,0.6359948208890807,1425.0
11-09-2017,14230789.0,13401,0.7774792925901052,1062.0
11-09-2018,11346308.0,12104,0.8781394580304032,937.0
11-09-2019,9906332.0,11461,0.9212983160282698,864.0
11-10-2010,2019248.0,967,0.6380558428128231,2088.0
11-10-2011,4703472.0,4503,0.8520986009327115,1045.0
11-10-2012,6222811.0,7509,0.8890664535890265,829.0
11-10-2013,1284416.0,1775,0.9340845070422535,724.0
11-10-2014,5762336.0,5697,0.7240652975250131,1011.0
11-10-2015,16693553.0,10491,0.5824992851015156,1591.0
11-10-2016,11264945.0,11529,0.8378003296036083,977.0
11-10-2017,8522063.0,10374,0.8660111818006555,821.0
11-10-2018,6058731.0,6972,0.9070567986230637,869.0
11-10-2019,13479340.0,12776,0.8865059486537258,1055.0
11-11-2010,2416044.0,2049,0.7964860907759883,1179.0
11-11-2011,2945323.0,3337,0.868145040455499,883.0
11-11-2012,9223022.0,6778,0.6619946886987312,1361.0
11-11-2013,6086180.0,7188,0.8647746243739566,847.0
11-11-2014,9775709.0,10772,0.8403267731154845,908.0
11-11-2015,8031285.0,8901,0.8938321536905965,902.0
11-11-2016,11830267.0,9848,0.7364947197400488,1201.0
11-11-2017,6210320.0,5494,0.736439752457226,1130.0
11-11-2018,7321355.0,6320,0.7971518987341772,1158.0
11-11-2019,8396430.0,8844,0.9080732700135685,949.0
11-12-2010,1129085.0,1129,0.8387953941541186,1000.0
11-12-2011,2345312.0,2713,0.8614080353851824,864.0
11-12-2012,3726226.0,5456,0.9483137829912024,683.0
11-12-2013,3547685.0,5470,0.9590493601462523,649.0
11-12-2014,4374309.0,6320,0.9536392405063291,692.0
11-12-2015,7087046.0,8722,0.9086218757165788,813.0
11-12-2016,3135700.0,3815,0.8466579292267365,822.0
11-12-2017,6076692.0,7871,0.9368568161605895,772.0
11-12-2018,5467710.0,6995,0.9429592566118656,782.0
11-12-2019,4999661.0,7166,0.972369522746302,698.0
12-01-2011,740070.0,1141,0.9780893952673094,649.0
12-01-2012,3231375.0,4063,0.9335466404134876,795.0
12-01-2013,5902762.0,5573,0.777678090794904,1059.0
12-01-2014,4748776.0,5413,0.8154443007574358,877.0
12-01-2015,1351073.0,2155,0.9614849187935035,627.0
12-01-2016,4337701.0,6490,0.9403697996918335,668.0
12-01-2017,7797538.0,9091,0.8961610383896161,858.0
12-01-2018,4924165.0,5850,0.9032478632478632,842.0
12-01-2019,3005034.0,3629,0.8994213281895839,828.0
12-01-2020,10594526.0,8347,0.8573140050317479,1269.0
12-02-2011,1561064.0,1455,0.8020618556701031,1073.0
12-02-2012,918134.0,1513,0.9517514871116987,607.0
12-02-2013,4081644.0,5623,0.9500266761515206,726.0
12-02-2014,2366464.0,3945,0.9787072243346008,600.0
12-02-2015,3376316.0,5439,0.9589998161426733,621.0
12-02-2016,2759512.0,4363,0.9605775842310337,632.0
12-02-2017,4875890.0,4723,0.7700614016514927,1032.0
12-02-2018,5109957.0,6857,0.9187691410237713,745.0
12-02-2019,1804375.0,2585,0.9845261121856866,698.0
12-02-2020,4495803.0,6708,0.9813655336911151,670.0
12-03-2011,3434845.0,2104,0.655893536121673,1633.0
12-03-2012,5830981.0,5251,0.8404113502190059,1110.0
12-03-2013,3253306.0,4245,0.8942285041224971,766.0
12-03-2014,5147080.0,6229,0.8873013324771232,826.0
12-03-2015,8783139.0,8999,0.8100900100011112,976.0
12-03-2016,15428256.0,10428,0.6200613732259301,1480.0
12-03-2017,4711211.0,4621,0.7240856957368534,1020.0
12-03-2018,5871418.0,7286,0.884984902552841,806.0
12-03-2019,8419111.0,8935,0.9162842753217684,942.0
12-03-2020,6949712.0,7930,0.9296343001261034,876.0
12-04-2011,1665145.0,1997,0.871306960440661,834.0
12-04-2012,4838440.0,5352,0.8761210762331838,904.0
12-04-2013,6828136.0,5997,0.8044022011005503,1139.0
12-04-2014,30658884.0,15564,0.4912618864045233,1970.0
12-04-2015,30155427.0,15752,0.5024123920771966,1914.0
12-04-2016,7754657.0,8583,0.8921123150413608,903.0
12-04-2017,17414544.0,14088,0.7348807495741057,1236.0
12-04-2018,15099120.0,13086,0.7890111569616384,1154.0
12-04-2019,9162192.0,9628,0.9035105941005401,952.0
12-05-2011,5626264.0,4770,0.8545073375262054,1180.0
12-05-2012,11372565.0,7334,0.642350695391328,1551.0
12-05-2013,12258476.0,8010,0.6149812734082397,1530.0
12-05-2014,9759398.0,9434,0.8159847360610557,1034.0
12-05-2015,12107828.0,12067,0.8122980028176017,1003.0
12-05-2016,11285595.0,10805,0.8622859787135585,1044.0
12-05-2017,6510500.0,7213,0.8065991958962984,903.0
12-05-2018,22350946.0,14227,0.5702537428832501,1571.0
12-05-2019,3169032.0,3309,0.8655182834693261,958.0
12-06-2011,6562065.0,4407,0.6671204901293397,1489.0
12-06-2012,4198965.0,4916,0.9029698942229455,854.0
12-06-2013,9259684.0,9180,0.8273420479302832,1009.0
12-06-2014,7714113.0,9210,0.8732899022801303,838.0
12-06-2015,10425506.0,10872,0.8060154525386314,959.0
12-06-2016,17294285.0,11023,0.6232423115304364,1569.0
12-06-2017,13316328.0,12305,0.7642421779764323,1082.0
12-06-2018,19030466.0,15818,0.7705778227335947,1203.0
12-06-2019,13622848.0,12618,0.8850847994927881,1080.0
12-07-2011,4517771.0,4207,0.8428809127644402,1074.0
12-07-2012,7041983.0,7375,0.8600677966101695,955.0
12-07-2013,5359451.0,5725,0.8242794759825327,936.0
12-07-2014,16407506.0,11512,0.5748783877692842,1425.0
12-07-2015,16796765.0,11711,0.6316283835710016,1434.0
12-07-2016,15621538.0,13168,0.8068803159173754,1186.0
12-07-2017,14974232.0,13485,0.7612161661104931,1110.0
12-07-2018,17261833.0,14896,0.7862513426423201,1159.0
12-07-2019,15315492.0,13344,0.860386690647482,1148.0
12-08-2011,5801238.0,4848,0.7836221122112211,1197.0
12-08-2012,9003684.0,6459,0.6621768075553491,1394.0
12-08-2013,9799954.0,9481,0.7728087754456281,1034.0
12-08-2014,5011927.0,5971,0.8524535253726344,839.0
12-08-2015,13002450.0,12485,0.8154585502603123,1041.0
12-08-2016,12026389.0,10853,0.7579471113977702,1108.0
12-08-2017,17332699.0,11692,0.527796784125898,1482.0
12-08-2018,14604875.0,10002,0.6502699460107978,1460.0
12-08-2019,12887238.0,12015,0.8616729088639201,1073.0
12-09-2011,4570073.0,4638,0.8516601983613626,985.0
12-09-2012,7147319.0,7800,0.8653846153846154,916.0
12-09-2013,5634931.0,6981,0.864489328176479,807.0
12-09-2014,12157876.0,12179,0.8199359553329502,998.0
12-09-2015,6696587.0,6665,0.7873968492123031,1005.0
12-09-2016,12730382.0,12311,0.8144748598814069,1034.0
12-09-2017,14624259.0,14497,0.8109263985652204,1009.0
12-09-2018,11377638.0,12382,0.8849135842351801,919.0
12-09-2019,10704778.0,11895,0.9227406473308113,900.0
12-10-2010,1388006.0,1080,0.7703703703703704,1285.0
12-10-2011,1938656.0,2392,0.9092809364548495,810.0
12-10-2012,6901386.0,7207,0.853059525461357,958.0
12-10-2013,5585218.0,5191,0.749759198612984,1076.0
12-10-2014,12752576.0,9419,0.6292600063701029,1354.0
